experiment	item	item_original	condition	bracketing	text	participant	playlist	order	trialN	recordedFile	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1254	1	12	12	suborn_1254_5_2.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1254	1	13	13	suborn_1254_1_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1254	1	14	14	suborn_1254_4_3.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1254	1	15	15	suborn_1254_2_1.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1254	1	16	16	suborn_1254_7_4.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1254	1	17	17	suborn_1254_3_3.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1254	1	18	18	suborn_1254_6_4.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1254	1	19	19	suborn_1254_5_1.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1254	1	20	20	suborn_1254_8_2.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1254	1	21	21	suborn_1254_4_2.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1254	1	22	22	suborn_1254_7_3.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1254	1	23	23	suborn_1254_1_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1254	1	24	24	suborn_1254_2_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1254	1	25	25	suborn_1254_5_3.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1254	1	26	26	suborn_1254_6_2.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1254	1	27	27	suborn_1254_3_1.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1254	1	28	28	suborn_1254_8_4.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1254	1	29	29	suborn_1254_4_4.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1254	1	30	30	suborn_1254_2_2.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1254	1	31	31	suborn_1254_1_3.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1254	1	32	32	suborn_1254_7_1.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1256	1	1	1	suborn_1256_5_4.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1256	1	2	2	suborn_1256_6_3.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1256	1	3	3	suborn_1256_8_1.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1256	1	4	4	suborn_1256_3_2.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1256	1	5	5	suborn_1256_4_1.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1256	1	6	6	suborn_1256_7_2.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1256	1	7	7	suborn_1256_1_4.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1256	1	8	8	suborn_1256_2_3.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1256	1	9	9	suborn_1256_7_3.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1256	1	10	10	suborn_1256_1_1.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1256	1	11	11	suborn_1256_6_4.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1256	1	12	12	suborn_1256_8_2.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1256	1	13	13	suborn_1256_5_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1256	1	14	14	suborn_1256_2_4.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1256	1	15	15	suborn_1256_3_3.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1256	1	16	16	suborn_1256_4_2.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1256	1	17	17	suborn_1256_7_1.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1256	1	18	18	suborn_1256_1_3.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1256	1	19	19	suborn_1256_8_4.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1256	1	20	20	suborn_1256_6_2.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1256	1	21	21	suborn_1256_4_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1256	1	22	22	suborn_1256_5_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1256	1	23	23	suborn_1256_2_2.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1256	1	24	24	suborn_1256_3_1.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1256	1	25	25	suborn_1256_7_4.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1256	1	26	26	suborn_1256_6_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1256	1	27	27	suborn_1256_8_3.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1256	1	28	28	suborn_1256_1_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1256	1	29	29	suborn_1256_4_3.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1256	1	30	30	suborn_1256_3_4.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1256	1	31	31	suborn_1256_2_1.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1256	1	32	32	suborn_1256_5_2.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1141	1	1	1	suborn_1141_5_3.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1141	1	2	2	suborn_1141_6_2.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1141	1	3	3	suborn_1141_8_4.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1141	1	4	4	suborn_1141_3_1.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1141	1	5	5	suborn_1141_7_1.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1141	1	6	6	suborn_1141_1_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1141	1	7	7	suborn_1141_2_2.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1141	1	8	8	suborn_1141_4_4.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1141	1	9	9	suborn_1141_1_4.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1141	1	10	10	suborn_1141_6_3.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1141	1	11	11	suborn_1141_8_1.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1141	1	12	12	suborn_1141_7_2.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1141	1	13	13	suborn_1141_5_4.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1141	1	14	14	suborn_1141_2_3.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1141	1	15	15	suborn_1141_3_2.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1141	1	16	16	suborn_1141_4_1.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1141	1	17	17	suborn_1141_8_2.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1141	1	18	18	suborn_1141_6_4.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1141	1	19	19	suborn_1141_1_1.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1141	1	20	20	suborn_1141_7_3.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1141	1	21	21	suborn_1141_4_2.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1141	1	22	22	suborn_1141_3_3.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1141	1	23	23	suborn_1141_5_1.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1141	1	24	24	suborn_1141_2_4.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1141	1	25	25	suborn_1141_5_2.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1141	1	26	26	suborn_1141_3_4.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1141	1	27	27	suborn_1141_8_3.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1141	1	28	28	suborn_1141_6_1.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1141	1	29	29	suborn_1141_1_2.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1141	1	30	30	suborn_1141_7_4.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1141	1	31	31	suborn_1141_4_3.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1141	1	32	32	suborn_1141_2_1.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1257	1	1	1	suborn_1257_8_3.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1257	1	2	2	suborn_1257_6_1.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1257	1	3	3	suborn_1257_3_4.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1257	1	4	4	suborn_1257_5_2.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1257	1	5	5	suborn_1257_7_4.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1257	1	6	6	suborn_1257_2_1.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1257	1	7	7	suborn_1257_1_2.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	1257	1	8	8	suborn_1257_4_3.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1257	1	9	9	suborn_1257_5_4.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1257	1	10	10	suborn_1257_6_3.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1257	1	11	11	suborn_1257_3_2.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1257	1	12	12	suborn_1257_8_1.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1257	1	13	13	suborn_1257_4_1.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1257	1	14	14	suborn_1257_2_3.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1257	1	15	15	suborn_1257_1_4.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1257	1	16	16	suborn_1257_7_2.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1257	1	17	17	suborn_1257_5_1.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1257	1	18	18	suborn_1257_8_2.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1257	1	19	19	suborn_1257_6_4.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1257	1	20	20	suborn_1257_3_3.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1257	1	21	21	suborn_1257_1_1.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1257	1	22	22	suborn_1257_4_2.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1257	1	23	23	suborn_1257_2_4.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	1257	1	24	24	suborn_1257_7_3.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	1257	1	25	25	suborn_1257_5_3.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	1257	1	26	26	suborn_1257_6_2.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	1257	1	27	27	suborn_1257_8_4.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	1257	1	28	28	suborn_1257_3_1.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	1257	1	29	29	suborn_1257_7_1.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	1257	1	30	30	suborn_1257_4_4.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	1257	1	31	31	suborn_1257_1_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	1257	1	32	32	suborn_1257_2_2.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	207	1	1	1	suborn_207_6_3.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	207	1	2	2	suborn_207_7_2.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	207	1	3	3	suborn_207_8_1.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	207	1	4	4	suborn_207_1_4.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	207	1	5	5	suborn_207_2_3.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	207	1	6	6	suborn_207_4_1.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	207	1	7	7	suborn_207_3_2.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	207	1	8	8	suborn_207_5_4.wav	
suborn	8	4	2	l	He said that Marjorie and Sally, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	207	1	9	9	suborn_207_8_2.wav	
suborn	1	1	1	r	I thought they said Marion, or Marvin and Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	207	1	10	10	suborn_207_1_1.wav	
suborn	6	3	4	l	She read in the minutes that Jeremy has to go. But it actually says that Marion or Benjamin, and Lillian have to go.	207	1	11	11	suborn_207_6_4.wav	
suborn	7	4	3	r	He said that Sally, and Logan or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	207	1	12	12	suborn_207_7_3.wav	
suborn	5	3	1	r	She read in the minutes that Marion, or Benjamin and Jeremy have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	207	1	13	13	suborn_207_5_1.wav	
suborn	3	2	3	r	You said that Dillon, and Lauren or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	207	1	14	14	suborn_207_3_3.wav	
suborn	2	1	4	l	I thought they said Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	207	1	15	15	suborn_207_2_4.wav	
suborn	4	2	2	l	You said that Megan and Dillon, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	207	1	16	16	suborn_207_4_2.wav	
suborn	7	4	4	r	He said that Sally was nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	207	1	17	17	suborn_207_7_4.wav	
suborn	8	4	3	l	He said that Sally and Logan, or Molly were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	207	1	18	18	suborn_207_8_3.wav	
suborn	6	3	1	l	She read in the minutes that Marion or Benjamin, and Jeremy have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	207	1	19	19	suborn_207_6_1.wav	
suborn	1	1	2	r	I thought they said Marion, or Sarah and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	207	1	20	20	suborn_207_1_2.wav	
suborn	2	1	1	l	I thought they said Marion or Marvin, and Sarah arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	207	1	21	21	suborn_207_2_1.wav	
suborn	3	2	4	r	You said that Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	207	1	22	22	suborn_207_3_4.wav	
suborn	4	2	3	l	You said that Megan and Lauren, or Dillon would help. But in fact we were told that Morgan and Lauren, or Morgan would help.	207	1	23	23	suborn_207_4_3.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	207	1	24	24	suborn_207_5_2.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	207	1	25	25	suborn_207_7_1.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	207	1	26	26	suborn_207_8_4.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	207	1	27	27	suborn_207_1_3.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	207	1	28	28	suborn_207_6_2.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	207	1	29	29	suborn_207_2_2.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	207	1	30	30	suborn_207_5_3.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	207	1	31	31	suborn_207_4_4.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	207	1	32	32	suborn_207_3_1.wav	
suborn	1	1	4	r	I thought they said Sarah arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	28	1	1	1	suborn_28_1_4.wav	
suborn	7	4	2	r	He said that Marjorie, and Sally or Molly were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.	28	1	2	2	suborn_28_7_2.wav	
suborn	6	3	3	l	She read in the minutes that Jeremy or Benjamin, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	28	1	3	3	suborn_28_6_3.wav	
suborn	8	4	1	l	He said that Marjorie and Logan, or Sally were nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	28	1	4	4	suborn_28_8_1.wav	
suborn	5	3	4	r	She read in the minutes that Jeremy has to go. But it actually says that Marion, or Benjamin and Lillian have to go.	28	1	5	5	suborn_28_5_4.wav	
suborn	3	2	2	r	You said that Megan, and Dillon or Morgan would help. But in fact we were told that Megan, and Lauren or Morgan would help.	28	1	6	6	suborn_28_3_2.wav	
suborn	2	1	3	l	I thought they said Sarah or Marvin, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	28	1	7	7	suborn_28_2_3.wav	
suborn	4	2	1	l	You said that Dillon and Lauren, or Morgan would help. But in fact we were told that Megan and Lauren, or Morgan would help.	28	1	8	8	suborn_28_4_1.wav	
suborn	8	4	4	l	He said that Sally was nominated for the prize. But the newspaper says that  Marjorie and Logan, or Molly were nominated.	28	1	9	9	suborn_28_8_4.wav	
suborn	5	3	3	r	She read in the minutes that Jeremy, or Benjamin and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	28	1	10	10	suborn_28_5_3.wav	
suborn	3	2	1	r	You said that Megan, and Lauren or Dillon would help. But in fact we were told that Megan, and Lauren or Morgan would help.	28	1	11	11	suborn_28_3_1.wav	
suborn	6	3	2	l	She read in the minutes that Marion or Jeremy, and Lillian have to go. But it actually says that Marion or Benjamin, and Lillian have to go.	28	1	12	12	suborn_28_6_2.wav	
suborn	4	2	4	l	You said that Dillon would help. But in fact we were told that Megan and Lauren, or Morgan would help.	28	1	13	13	suborn_28_4_4.wav	
suborn	1	1	3	r	I thought they said Sarah, or Marvin and Nolan arrived. But in fact they said that Marion, or Marvin and Nolan arrived.	28	1	14	14	suborn_28_1_3.wav	
suborn	2	1	2	l	I thought they said Marion or Sarah, and Nolan arrived. But in fact they said that Marion or Marvin, and Nolan arrived.	28	1	15	15	suborn_28_2_2.wav	
suborn	7	4	1	r	He said that Marjorie, and Logan or Sally were nominated for the prize. But the newspaper says that Marjorie, and Logan or Molly were nominated.  	28	1	16	16	suborn_28_7_1.wav	
suborn	5	3	2	r	She read in the minutes that Marion, or Jeremy and Lillian have to go. But it actually says that Marion, or Benjamin and Lillian have to go.	28	1	17	17	suborn_28_5_2.wav	
